DISC_NR,filename
22351,Dragon Ball Z (Japan)
22352,Dragon Ball Z 3 (Japan)
22353,Dot Hack Kansen Kakudai Vol. 1 (Japan)
22354,Kidou Senshi Gundam - Meguriai Sora (Japan) (Doukonban)
22355,"King of Fighters 2003, The (Japan)"
22356,"King of Fighters XI, The (Japan)"
22357,"Tekken 5 (Japan, Asia)"
22358,"Tales of Legendia (Japan, Asia)"
22359,Baseball Live 2005 (Japan)
22360,Dragon Ball Z - Sparking! Neo (Japan)
22361,"SD Gundam - GGeneration Spirits - G-Spirits (Japan, Korea)"
22362,Spy Fiction (Japan)
22370,Final Fantasy XI - Vana'diel Collection (Japan)
22371,Final Fantasy XI - Altana no Shinpei (Japan)
22382,"NBA Street V3 (Europe) (En,Fr,De)"
22383,"Herr der Ringe, Der - Die zwei Tuerme (Germany)"
22384,"RLH - Run Like Hell (Europe) (En,Fr,De,Es,It)"
22385,"Shifters (Europe) (Fr,De)"
22386,"SBK 08 - Superbike World Championship (Europe, Australia) (En,Fr,De,Es,It)"
22387,"RTL Biathlon 2007 (Europe) (En,De)"
22388,"Grooverider (Europe, Australia) (En,Fr,De,Es,It)"
22389,"Monopoly Party (Europe) (En,Fr,De,Es,It)"
22390,"Toy Golf Extreme (Europe) (En,Fr,De,Es,It)"
22423,Fame Academy (UK)
22424,London Racer II (Europe)
22425,"Disney-Pixar Finding Nemo (Europe, Australia)"
22426,Power Rangers - Dino Thunder (Europe)
22427,"Smash Cars (Europe) (En,Fr,De,Es,It)"
22428,"Ultimate Pro Pinball (Europe) (En,Fr,De,Es,It)"
22429,"WRC 4 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It,Pt,No,Fi) (v1.01)"
22430,"Woody Woodpecker (Europe) (En,Fr,De,Es,It)"
22431,"Weakest Link, The (Europe)"
22432,UFC - Throwdown (Europe)
22433,Shifters (Europe)
22434,Red Ninja - End of Honour (Europe)
22435,"Nickelodeon The SpongeBob SquarePants Movie (Europe, Australia)"
22436,"National Geographic - Safari Adventures Africa (Europe) (En,Fr,De,Es,It,Nl)"
22437,"EyeToy - Monkey Mania (Europe) (En,Fr,De,Es,It)"
22438,"DreamWorks Over the Hedge (UK, Australia)"
22439,"Xena - Warrior Princess (Europe) (En,Fr,De,Es,It,Nl)"
22441,"Water Horse, The - Legend of the Deep (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
22442,"Snow White & the 7 Clever Boys (Europe) (En,Fr,De)"
22443,"Premier Manager 2006-2007 (Europe) (En,Fr,It)"
22444,Myth Makers - Orbs of Doom (Europe)
22445,"Aeon Flux (Europe) (En,Fr,De,Es)"
22446,"Disney-Pixar WALL-E (Europe) (En,Fr)"
22447,"Disney Move (Europe) (En,Fr,De,Es,It)"
22448,"Disney Think Fast (Europe) (Es,It)"
22449,"DreamWorks Shrek - Smash n' Crash Racing (Europe, Australia) (En,Fr,De,Es,It)"
22450,"EyeToy - Play Sports (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,El,Cs,Tr)"
22451,SingStar (Spain)
22452,SingStar Miliki (Spain)
22454,SingStar Summer Party (Spain)
22455,"Frank Herbert's Dune (Europe) (En,Fr,De,Es,It)"
22456,Kidz Sports Ice Hockey (Europe)
22457,Motorbike King (Europe)
22458,Tales of Destiny 2 (Japan) (Mega Hits!)
22459,"Commandos 2 - Men of Courage (Europe) (Fr,Es,It)"
22460,Disney-Pixar Up (Spain)
22461,"Disney Bolt (Europe) (En,Es,It)"
22462,"Fantastic Four - Rise of the Silver Surfer (Europe) (En,Fr,De,Es,It)"
22463,Medal of Honor - Rising Sun (Spain)
22464,"Chronicles of Narnia, The - Prince Caspian (Europe) (En,Es,Sv,No,Da,Fi)"
22465,NHL 2K3 (Europe)
22466,SingStar Legends (Spain)
22467,SingStar Party (Spain)
22468,Covert Command (Europe)
22469,"Fruit Fall (Europe, Australia)"
22470,"Trigger Man (Europe) (En,Fr,De,Es,It)"
22472,Buzz! El Gran Concurso de Deportes (Spain)
22483,Frankie Dettori Racing (Australia)
22484,"Nicktoons - Attack of the Toybots (Europe, Australia)"
22485,Steambot Chronicles (Europe)
22501,Tiger Woods PGA Tour 2004 (Europe) (v2.00)
22502,Ricky Ponting International Cricket 2005 (Australia)
22505,Mafia (Spain)
22515,ESPN International Winter Sports 2002 (USA)
22516,ESPN X Games Skateboarding (USA)
22517,Surfing H3O (USA)
22518,Torino 2006 (USA)
22519,Major League Baseball 2K8 (USA)
22520,NHL 2K8 (USA)
22521,"Bigs 2, The (USA)"
22523,Codename - Kids Next Door - Operation - V.I.D.E.O.G.A.M.E. (USA)
22524,Disney's Treasure Planet (USA)
22525,ESPN NBA Basketball (USA)
22527,Mat Hoffman's Pro BMX 2 (USA)
22528,MLB 07 - The Show (USA) (v2.00)
22529,MLB 09 - The Show (USA)
22530,MLB SlugFest 2003 (USA)
22531,MX SuperFly (USA)
22532,MX Unleashed (USA)
22533,NBA 2K6 (USA)
22534,NBA 06 (USA)
22535,"NBA Live 09 (USA) (En,Fr)"
22536,NFL Blitz Pro (USA)
22537,NFL Street (USA)
22538,Shaun Palmer's Pro Snowboarder (USA)
22539,Shonen Jump's One Piece - Grand Battle (USA)
22540,Tony Hawk's American Wasteland (USA) (Collector's Edition)
22541,Tony Hawk's Project 8 (USA)
22542,World Series of Poker - Tournament of Champions - 2007 Edition (USA)
22544,WWII - Battle over Europe (Europe)
22545,"Dance Party Pop Hits (Europe) (En,Fr,De,Es,It)"
22546,"Dance Party Club Hits (Europe) (En,Fr,De,Es,It)"
22547,Pink Pong (Europe)
22548,Street Golfer (Europe)
22549,"Margot's Word Brain (Europe) (En,Fr,De,Es,It)"
22550,"Dance Fest (Europe) (En,Fr,De,Es,It,Nl)"
22551,"G1 Jockey 4 (Europe, Australia)"
22552,"Springdale (Scandinavia) (En,Sv,No,Da,Fi)"
22553,"CSI - Crime Scene Investigation (Europe, Australia) (En,Fr,De,Es,It)"
22554,"Dogz (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da)"
22555,"EyeToy Play - Hero (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)"
22556,"EyeToy Play - PomPom Party (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)"
22559,"Blood Omen 2 - The Legacy of Kain Series (Europe) (Fr,Es,It)"
22560,Buzz! El Gran Reto (Spain)
22561,"Buzz! The Music Quiz (Europe) (Es,Pt)"
22562,"Disney's Chicken Little (Europe) (Es,It)"
22563,"Walt Disney's The Jungle Book - Groove Party (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)"
22564,"Disney's Treasure Planet (Europe) (En,Es,It,Sv,Da)"
22565,Freedom Fighters (Spain)
22566,Indiana Jones y la Tumba del Emperador (Spain)
22567,Kelly Slater's Pro Surfer (Europe)
22568,"Nickelodeon Barnyard (Europe) (Fr,Es,It,Nl)"
22569,"Scarface - The World Is Yours (Europe) (En,Fr,Es,It)"
22570,"Nitrobike (Europe) (En,Fr,De,Es,It)"
22571,Realm of the Dead (Europe)
22572,"Rhythmic Star! (Europe, Australia) (En,Fr,De,Es,It)"
22576,Nickelodeon Rugrats - Rescate Real (Spain)
22577,"Shifters (Europe) (Es,It)"
22578,"Simpsons, The - Road Rage (Europe) (En,Fr,De,Es,It)"
22579,SingStar '80s (Spain)
22580,SingStar Canciones Disney (Spain)
22581,"Dancing Stage MegaMix (Europe) (En,Fr,De,Es,It)"
22582,"Garfield (Europe) (En,Fr,De,Es,It,Nl)"
22583,"London Cab Challenge (Europe, Australia)"
22584,"Mighty Mulan (Europe) (En,Fr,De)"
22585,"NBA Hoopz (Europe) (En,Fr,De)"
22586,"Plan, The (Spain)"
22587,Premier Manager 2003-04 (Europe)
22588,"SpinDrive Ping Pong (Europe) (En,Fr,De)"
22589,"They Came from the Skies (Europe, Australia)"
22599,ESPN NFL Football (Europe)
22600,"Sprint Car Challenge (Europe) (En,Fr,De,Es,It,Nl)"
22603,Metal Gear Solid 3 - Snake Eater (Spain)
22607,Wallace & Gromit in Project Zoo (Germany)
22608,"FIFA 12 (Europe) (En,De,Sv,No,Da)"
22609,International Cue Club 2 (Europe)
22610,"Red Baron (Europe) (En,Fr,De)"
22611,Gun (Germany)
22612,Club Football - Borussia Dortmund (Germany)
22613,"RTL Biathlon 2009 (Germany) (En,De)"
22614,"Motocross Mania 3 (Europe) (En,Fr,De,Es,It)"
22615,"Scaler (Europe) (En,De,Es,It)"
22616,"Open Season (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
22617,"NHL 2005 (Europe) (En,Fr,De,Sv,Fi)"
22632,WWE SmackDown vs. Raw 2007 (USA) (v1.01)
22633,Valkyrie Profile 2 - Silmeria (Spain)
22634,"Official PlayStation 2 Magazine Demo 87 (Europe, Australia) (En,Fr,De,Es,It)"
22646,"Realplay Golf (Europe) (En,Fr,De,Es,It)"
22647,Blood Omen 2 - The Legacy of Kain Series (USA)
22648,Legacy of Kain - Defiance (USA)
22649,Shadow of Destiny (USA)
22651,Indigo Prophecy (USA)
22652,"Die Hard - Vendetta (Europe) (En,Fr,Es,It)"
22653,"Disney Hannah Montana - Spotlight World Tour (Europe, Australia) (En,Fr,De,Es,It)"
22654,"DreamWorks Shrek - SuperSlam (Europe) (Fr,Es,It,Nl)"
22655,"Max Payne 2 - The Fall of Max Payne (Spain) (En,Es)"
22657,"Monster Jam (Europe) (En,Fr,De,Es,It)"
22658,"MX Rider (Europe) (En,Fr,De,Es,It)"
22660,NBA Live 09 (Spain)
22661,Samurai Warriors (Spain)
22663,SingStar ABBA (Spain)
22664,SingStar Operacion Triunfo (Spain)
22665,SingStar R&B (Spain)
22666,"Super-Bikes Riding Challenge (Europe) (En,Fr,De,Es,It)"
22667,"Underworld - The Eternal War (Europe) (En,Fr,De,Es,It)"
22668,"Clever Kids - Dino Land (Europe) (En,Fr,De,Es,It,Pt)"
22669,"F1 Career Challenge (Europe, Australia) (En,Fr,De,It)"
22670,"Gadget & the Gadgetinis (Europe) (En,Fr,De,Es,It,Nl)"
22671,Gift (Spain)
22672,"Pro Beach Soccer (Europe) (En,Fr,De,Es,It,Pt)"
22673,"Ski Racing 2006 (Europe) (En,Fr,De,It,No)"
22675,MLB 2005 (USA)
22676,NCAA March Madness 2003 (USA)
22677,"Obscure - The Aftermath (USA) (En,Fr,Es)"
22678,"Great Escape, The (USA)"
22688,"Harry Potter and the Philosopher's Stone (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)"
22689,"Harry Potter and the Prisoner of Azkaban (Europe) (En,Sv,No,Da)"
22690,"Harry Potter and the Goblet of Fire (Europe) (En,Nl,Sv,No,Da,Fi,Pl)"
22691,"Legend of Spyro, The - Dawn of the Dragon (Scandinavia) (En,Sv,No,Da,Fi)"
22692,Dodgeball (Europe)
22693,"Ghost Rider (Europe) (En,Fr,De,Es,It)"
22699,Chessmaster (Europe)
22701,"Fallout - Brotherhood of Steel (Europe) (En,Es,It)"
22702,Medal of Honor - European Assault (Spain)
22703,"Jim Henson's Muppets Party Cruise (Europe) (En,Fr)"
22704,"Nickelodeon Bob Esponja - Luces, Camara, Esponja! (Spain)"
22705,"Nickelodeon SpongeBob and Friends - Attack of the Toybots (Europe) (En,Fr,De,Es,It,Nl)"
22706,Disney Piglet el Gran Juego (Spain)
22707,"Pool Shark 2 (Europe) (En,Fr,De,Es,It)"
22708,"Robots (Europe, Australia) (En,Fr,De,Es,It)"
22710,"S.L.A.I. - Steel Lancer Arena International (Europe) (En,Fr,De)"
22712,"SnoCross 2 featuring Blair Morgan (Europe) (En,Fr,De,Es,It)"
22713,Star Wars - Bounty Hunter (Spain)
22714,Star Wars - Jedi Starfighter (Spain)
22715,Tenchu - La Ira del Cielo (Spain)
22716,"Jonny Moseley Mad Trix (Europe) (Es,It)"
22717,"Shaun White Snowboarding (Europe, Australia) (En,Fr,De,Es,It)"
22718,SingStar '90s (Spain)
22719,"Sky Odyssey (Europe) (En,Fr,De,Es,It)"
22720,"Disney-Pixar WALL-E (Europe) (En,Es,Pt)"
22721,SingStar Deutsch Rock-Pop Vol. 2 (Germany)
22722,SingStar Fussballhits (Germany)
22727,"Bratz - Girlz Really Rock (Europe) (De,Es,It)"
22728,Football Manager Campionato 2003 (Italy)
22729,"Guitar Hero - Aerosmith (Europe) (Fr,De,Es,It)"
22730,NBA Live 2001 (Italy)
22731,"Crazy Frog Racer 2 (Europe) (En,Fr,De,Es,It)"
22732,Fitness Fun (Europe)
22733,Hard Knock High (Europe)
22734,NHL Hitz 2002 (Europe)
22735,Shadow of Ganymede (Europe)
22736,Shogun's Blade (Europe)
22738,Special Forces (Europe)
22739,Superbike GP (Europe)
22740,Truck Racing 2 (Europe)
22743,Ultimate Casino (Europe)
22745,World Wrestling Championship (Europe)
22768,"Jurassic Park - Operation Genesis (Europe, Australia) (En,Fr,De,Es,It)"
22769,"Downtown Run (Europe) (En,Fr,De)"
22770,"London Racer - Destruction Madness (Europe) (En,Fr,De)"
22771,"Furry Tales (Europe) (En,Fr)"
22772,"Disney's Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)"
22773,Harry Potter und die Kammer des Schreckens (Germany)
22774,DreamWorks Shark Tale (USA)
22776,Rune - Viking Warlord (Germany)
22777,Retro Classics - 8 Arcade Classics from Yesteryears (Europe)
22778,"Rebel Raiders - Operation Nighthawk (Europe) (En,Fr,De,Es,It)"
22779,"NYR - New York Race (Europe) (En,Fr,De,Es,It,Pt)"
22780,"Smuggler's Run (Europe) (En,Fr,De,Es,It)"
22781,"SAS - Anti-Terror Force (Europe) (En,Fr,De)"
22782,Flucht von Monkey Island (Germany)
22783,Mercenaries (Germany)
22784,Disney-Pixar Die Monster AG - Schreckens-Insel (Germany)
22785,"DreamWorks Over the Hedge (Europe) (Fr,De)"
22787,"Marvel - Ultimate Alliance (Europe) (En,It)"
22788,Marvel - Ultimate Alliance 2 (Europe)
22789,"Curious George (Europe) (En,Fr,De,Es,It,Sv,Da)"
22790,"Despicable Me - The Game (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi)"
22791,"Island Xtreme Stunts (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)"
22792,"NBA 08 (Europe) (En,Fr,De,Es,It)"
22793,"NHL 2K8 (Europe, Australia) (En,Fr,De,Es,It)"
22794,Extreme Sprint 3010 (Europe)
22796,"World Championship Poker (Europe) (En,Fr,De,Es,It)"
22797,"Guitar Hero - Rocks the 80s (Europe) (Fr,De,Es,It)"
22799,Destroy All Humans! (Germany)
22800,Metal Gear Solid 3 - Snake Eater (Germany)
22801,"MX SuperFly (Europe, Australia)"
22802,"Heroes of the Pacific (Europe) (En,Fr,De,Es,It)"
22803,NBA Ballers (Europe)
22807,Half-Life (Spain)
22808,Transformers (USA)
22809,"Worms 3D (USA) (En,Fr)"
22810,"Fire Heroes (Europe) (En,Fr,Es,It)"
22817,Dynasty Warriors 2 (USA)
22818,Urban Chaos - Riot Response (Europe) (Demo)
22819,Battlefield 2 - Modern Combat (Europe) (Demo)
22850,"Need for Speed - Hot Pursuit 2 (Europe, Australia) (En,Fr,De,Es,It,Sv) (v2.00)"
22860,Dynasty Warriors 4 - Xtreme Legends (Spain)
22861,Kingdom Hearts (Italy)
22862,Final Fantasy X-2 (Italy)
22863,Football Manager Campionato 2005 (Italy)
22864,"Padrino, Il (Italy)"
22865,"Star Wars - The Force Unleashed (USA) (En,Fr)"
22873,Mat Hoffman's Pro BMX 2 (Europe)
22874,"Mercenaries (Europe) (Es,It)"
22875,"Swords of Destiny (Europe) (En,Fr,Es)"
22876,"Bard's Tale, The (Australia)"
22877,Shikaku Tantei Sora no Sekai - Thousand Dreams (Japan)
22878,Gofungo no Sekai (Japan)
22879,"ShellShock - Nam '67 (Europe) (Fr,Es,It)"
22896,Cricket 2002 (Europe) (v1.01)
22914,Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan) (Sea-Mic Controller Doukonban)
22915,NFL Street 2 (USA)
22916,"MDK2 - Armageddon (Europe) (En,Fr,De,Es,It)"
22917,"Simpsons Skateboarding, The (Germany)"
22918,Mystic Heroes (Germany)
22919,Scooby-Doo! Nacht der 100 Schrecken (Germany)
22920,Dynasty Warriors 3 - Xtreme Legends (Germany)
22921,"Scooby-Doo! Mystery Mayhem (Europe, Australia) (En,Fr,De)"
22922,"Sphinx and the Cursed Mummy (Europe) (En,Fr,De,Es,It)"
22923,P3 - Persona 3 (Europe)
22930,"Looney Tunes - Space Race (Europe) (En,Fr,De,Es,It,Nl)"
22931,"Disney-Pixar Monstruos, S.A. - Isla de los Sustos (Spain)"
22932,"Spider-Man - Friend or Foe (Europe) (En,Fr,De,Es,It)"
22940,Seaman 2 - Pekin Genjin Ikusei Kit (Japan)
22941,X-treme Racing SSX (Japan) (Taikenban)
22942,Kuri Kuri Mix (Japan) (Taikenban)
22953,Pitfall - The Lost Expedition (Spain)
22954,"Obliterate (Europe, Australia)"
22955,Zombie Hunters 2 (Europe)
22956,"EyeToy - Kinetic Combat (Europe, Australia) (En,Fr,De,Es,It,Pt,No)"
22957,Cabela's Dangerous Hunts 2009 (USA)
22958,Battlestar Galactica (USA) (v1.01)
22960,Sega Bass Fishing Duel (USA)
22961,"RTL Biathlon 2008 (USA) (En,Fr)"
22962,Shrek 2 (USA)
22963,Heatseeker (USA)
22964,Neopets - The Darkest Faerie (USA)
22965,"Nitrobike (USA) (En,Fr,Es)"
22966,"Secret Saturdays, The - Beasts of the 5th Sun (USA) (En,Fr,De,Es,It)"
22967,"Jumper - Griffin's Story (USA) (En,Fr)"
22968,"Spiderwick Chronicles, The (USA)"
22969,"SingStar R&B (Europe, Australia)"
22970,"SingStar ABBA (Europe, Australia)"
22971,"Buzz! Que Sabes de tu Pais (Europe) (Es,Pt)"
22974,"Buzz! The Pop Quiz (Europe) (Es,Pt)"
22993,"Cy Girls (Europe) (En,Fr,Es) (Aska Disc)"
23003,"Spider-Man 3 (Europe) (Fr,De,Es,It)"
23014,"Rapala Pro Fishing (Europe, Australia)"
23015,"Strawberry Shortcake - The Sweet Dreams Game (Europe) (En,Fr,De,Es,No,Da)"
23023,Raw Danger (USA)
23025,Jak X - Combat Racing (USA) (Beta) (2005-06-23)
23030,"Fuga de Monkey Island, La (Spain)"
23031,Deus Ex (Spain)
23032,"Padrino, El (Spain)"
23033,"Punisher, The (Europe) (Es,It)"
23038,Inuyasha - The Secret of the Cursed Mask (USA)
23042,V8 Supercars Australia - Race Driver (Australia) (v1.00)
23043,Network Adaptor Start-Up Disc (USA) (v1.00)
23044,P.T.O. IV - Pacific Theater of Operations (Europe)
23045,Noble Racing (Europe)
23046,"Driv3r (Europe) (En,Es)"
23052,"War of the Monsters (Europe) (En,Fr,De,Es,It)"
23053,Wakeboarding Unleashed featuring Shaun Murray (Europe)
23065,"Rock Band - Song Pack 2 (Europe) (En,Fr,De,Es,It)"
23072,"Argus no Senshi (Japan, Asia)"
23073,Superman Returns (Spain)
23082,"Bratz - Girlz Really Rock (USA) (En,Fr)"
23093,SOCOM II - U.S. Navy SEALs (Korea) (v1.01)
23097,Disney's Piglet's Big Game (Europe)
23098,Full Spectrum Warrior (Europe)
23099,Mana Khemia - Alchemists of Al-Revis (Europe)
23100,"Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De,Es,It,Nl,Sv)"
23102,International Golf Pro (Europe)
23103,"Operation WinBack (Europe) (En,Fr,De)"
23104,"Quest for Sleeping Beauty (Europe) (En,Fr,De,Es,It,Nl)"
23109,"Buzz! Brain of the World (Europe) (En,No,Da)"
23111,"Kart Racer (Europe, Australia) (En,Fr,De,Es,It)"
23112,"Paddington Bear (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
23113,SingStar Kent (Sweden)
23114,SingStar Norsk pa Norsk (Norway)
23115,"Peter Jackson's King Kong - The Official Game of the Movie (USA) (En,Fr,Es)"
23117,Monster Trux Arenas - Special Edition (Europe)
23118,White Van Racer (Europe)
23119,Gun Club (Italy)
23124,"DT Racer (USA, Canada)"
23125,Duel Masters (USA)
23126,Eureka Seven Vol. 2 - The New Vision (USA)
23128,Kessen (USA)
23129,Marc Ecko's Getting Up - Contents Under Pressure (USA)
23130,"Ultimate World Cup Quiz, The (Europe) (En,Fr,De,Es,It,Nl)"
23131,"US Racer (Europe) (En,Fr,De,Nl)"
23132,"Ultimate Board Game Collection (Europe) (En,Fr,De,Es,It)"
23133,Ultimate Mind Games (Europe)
23134,"UEFA Challenge (Europe) (En,Fr,De,Es,It,Nl,Pt)"
23135,"Nickelodeon SpongeBob SquarePants and Friends Unite! (Europe) (En,Fr,De,Es,It,Nl)"
23136,"Nickelodeon SpongeBob SquarePants featuring Nicktoons - Globs of Doom (Europe) (De,Es,It)"
23137,"SpyHunter - Nowhere to Run (Europe) (En,Fr,De,Es,It)"
23138,Fire Pro Wrestling Returns (Europe)
23143,"V8 Supercars Australia 2 (Australia) (En,Fr,De,Es,It)"
23144,Kengo - Master of Bushido (USA)
23145,"MX World Tour featuring Jamie Little (USA) (En,Es)"
23146,Namco Museum (USA)
23147,Puzzle Challenge - Crosswords and More! (USA)
23148,Ready 2 Rumble Boxing - Round 2 (USA)
23149,Mission - Impossible - Operation Surma (USA)
23150,Naruto - Ultimate Ninja (USA)
23151,Naruto - Uzumaki Chronicles (USA)
23152,MTV Pimp My Ride (USA) (v2.00)
23153,R-Racing Evolution (USA)
23154,Rugby 2004 (USA)
23155,"Sega Superstars Tennis (USA) (En,Fr,De,Es,It)"
23156,Star Trek - Conquest (USA)
23157,Syphon Filter - Dark Mirror (USA)
23158,"Tom Clancy's Ghost Recon 2 (USA) (En,Fr,Es)"
23160,Manager de Liga 2004 (Spain)
23162,"Nick Jr. Dora the Explorer - Journey to the Purple Planet (Europe, Australia) (En,Fr,Nl)"
23163,Fire Pro Wrestling Returns (USA)
23177,"Gran Turismo Concept - 2001 Tokyo (Japan, Asia)"
23178,Gran Turismo 4 - Prologue (Japan) (Doukonban)
23179,"Gran Turismo 3 - A-Spec (Japan, Asia)"
23180,Fuuun Shinsengumi (Japan)
23181,Stepping Selection (Japan) (Disc 1)
23182,Stepping Selection (Japan) (Disc 2)
23189,"War Chess (Europe) (En,Fr,De,Es,It)"
23191,WWII - Battle over the Pacific (Europe)
23222,"Harry Potter and the Half-Blood Prince (Europe, Australia) (En,Fr,Es,It,Nl,Pt,Pl,Ru,Cs,Hu)"
23232,"Crazy Frog Racer (Europe) (En,Fr,De,Es,It)"
23233,High Heat Major League Baseball 2003 (Europe)
23235,Hitman 2 - Silent Assassin (Spain) (v2.00)
23236,Mountain Bike Adrenaline (USA)
23237,Trigger Man (USA)
23238,Rune - Viking Warlord (USA)
23239,Fisherman's Bass Club (USA)
23240,Top Gear Dare Devil (USA)
23241,Swing Away Golf (USA)
23242,Eagle Eye Golf (USA)
23243,"ProStroke Golf - World Tour 2007 (USA) (En,Fr,De,Es,It)"
23249,Lemony Snicket - Raetselhafte Ereignisse (Germany)
23250,"Pate, Der (Germany)"
23251,"Mummy, The - Tomb of the Dragon Emperor (Europe) (En,Fr,De,Es,It,Nl)"
23252,"Pac-Man World 3 (Europe) (En,Fr,De,Es,It)"
23253,"Test Drive Unlimited (Europe, Australia) (En,Fr,De,Es)"
23254,Star Wars - Starfighter (Germany)
23255,"Micro Machines V4 (Europe) (En,Fr,De,Es,It)"
23256,Kaerazu no Mori (Japan)
23257,Splashdown (USA) (v2.01)
23258,"Driven (USA) (En,Fr,De,Es,It)"
23259,Metal Gear Solid 2 - Sons of Liberty - Trial Edition (Europe) (Demo)
23260,Metal Gear Solid 2 - Sons of Liberty (Japan) (Premium Package)
23261,Star Wars - Jedi Starfighter (Germany)
23272,Star Wars - The Clone Wars (Europe)
23273,Zombie Virus (Europe)
23274,Star Wars - Starfighter (Spain)
23277,G1 Jockey 3 (USA)
23278,Jet X2O (USA)
23279,EyeToy - Antigrav (USA)
23310,"Samurai Jack - The Shadow of Aku (Europe) (En,Fr,De,Es,It)"
23311,"Ben 10 - Ultimate Alien - Cosmic Destruction (Europe) (En,Fr,De,Es,It)"
23312,"Outlaw Volleyball (Europe) (En,Fr,De)"
23313,"Secret Agent Clank (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)"
23314,"Shinobido - Way of the Ninja (Europe) (En,Fr,De,Es,It)"
23315,"XGRA - Extreme G Racing Association (Europe) (En,Fr,De,Es,It)"
23316,"Pac-Man Rally (Europe) (En,Fr,De,Es,It)"
23317,"Soul Nomad & the World Eaters (Europe) (En,Ja)"
23318,Disney-Pixar WALL-E - Der Letzte raeumt die Erde auf (Germany)
23319,Akira Psycho Ball (Japan)
23322,King of Colosseum - Shin Nihon x Zen Nihon x Pancrase Disc (Japan)
23323,King of Colosseum - Noah x Zero-One Disc (Japan)
23324,Monster Farm (Japan)
23325,"Tekken 4 (Japan, Asia)"
23326,Kotoba no Puzzle - Mojipittan (Japan)
23349,Rogue Galaxy (Japan)
23350,Rogue Galaxy - Director's Cut (Japan)
23351,Wild Arms - Alter Code - F (Japan) (v1.03)
23352,"Official PlayStation 2 Magazine Demo 90 (Europe) (En,Fr,De,Es,It)"
23359,Nickelodeon Tak and the Guardians of Gross (USA)
23360,Finny the Fish & the Seven Waters (USA)
23361,Under the Skin (USA)
23362,River King - A Wonderful Journey (USA)
23363,"Ski and Shoot (USA) (En,Fr)"
23364,"PopStar Guitar (USA) (En,Fr,De,Es,It)"
23365,Hummer Badlands (USA)
23366,Goosebumps HorrorLand (USA)
23367,Xenosaga Episode I - Der Wille zur Macht (Japan)
23385,"Xenosaga Episode II - Jenseits von Gut und Bose (Japan, Asia) (Disc 2)"
23386,"Xenosaga Episode II - Jenseits von Gut und Bose (Japan, Asia) (Disc 1)"
23387,Grandia III (Japan) (Disc 1)
23388,Grandia III (Japan) (Disc 2)
23389,Space Venus Starring Morning Musume. (Japan)
23421,"Shonen Jump's Shaman King - Power of Spirit (Europe) (En,Fr,De)"
23422,"Spider-Man - Web of Shadows - Amazing Allies Edition (Europe) (En,Fr,De,Es,It)"
23423,"Godzilla - Unleashed (Europe) (En,Fr,De,Es,It)"
23424,Shonen Jump's One Piece - Grand Battle (Europe)
23425,Super Dragon Ball Z (Europe)
23426,"Knights of the Temple - Infernal Crusade (Europe) (En,Fr,De,Es)"
23427,"Knights of the Temple II (Europe) (En,Fr,De,Es,It)"
23428,"Tetris Worlds (Europe, Australia) (En,Fr,De)"
23429,Myth Makers - Trixie in Toyland (Europe)
23430,Everblue 2 (Europe)
23431,Mafia (Germany)
23434,"Dance Factory (Europe) (En,Fr,De,Es,It)"
23436,Hype - The Time Quest (Germany)
23437,"Pool Master (Europe, Australia) (En,Fr,De)"
23439,Nickelodeon Jimmy Neutron - Der mutige Erfinder (Germany)
23440,Deutschland sucht den SuperStar (Germany)
23441,"Rolling (Europe) (En,Fr,De,Es,It)"
23442,"Gene Troopers (Europe) (En,Fr,De,Es,It)"
23456,"Simpsons Skateboarding, The (Spain)"
23460,"Bible Game, The (Europe) (En,Fr,It)"
23461,"Cocoto Fishing Master (Europe) (En,Fr,Es,It)"
23465,Konjiki no Gashbell!! Yuujou Tag Battle 2 (Japan)
23474,Magna Carta (Japan)
23475,Digital Devil Saga - Avatar Tuner (Japan)
23476,Kikou Busou G-Breaker - Dai-3-Ji Cloudia Taisen (Japan)
23477,"Dot Hack Akusei Hen'i Vol. 2 (Japan, Asia)"
23478,"Front Mission 4 (Japan, Asia)"
